Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"01/02/2023","28 THE GROVE, STRAFFAN WOOD, MAYNOOTH","Kildare","","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","28 The Mills, Lismore","Waterford","","€231,929.51","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","29 COOLAGHKNOCK, KILDARE TOWN, KILDARE","Kildare","R51RT68","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","295 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14","Dublin","D14YN50","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 ABBOTTS HILL, MALAHIDE, DUBLIN","Dublin","K36FP38","€1,650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 CLONROADBEG, ENNIS, COUNTY CLARE","Clare","V95K8KX","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 CLUAIN FHADA, BALLYSHEEDY EAST, LIMERICK","Limerick","V94A0DW","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 GRAFFEENS, FIRIES, KILLARNEY","Kerry","V93C891","€63,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 THATCH RD, WHITEHALL, DUBLIN 9","Dublin","D09X223","€342,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 THE SYCAMORES, DUNMORE ROAD, WATERFORD","Waterford","X91K7VT","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","3 Vartry Close, Tinakilly Park, Rathnew","Wicklow","","€356,828.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","31 SEAN BHOTHAR, LATT, CAVAN","Cavan","H12Y825","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","32 MAIVILLE, TURNERS CROSS, CORK","Cork","T12DW9A","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","321 PARKLANDS, TRALEE, COUNTY KERRY","Kerry","V92T277","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","33 CLEARWATER COVE, ROSSLARE STRAND, WEXFORD","Wexford","Y35N974","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","33 HERMITAGE GROVE, RUSHBROOKE LINKS, COBH","Cork","P24EH01","€337,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","33 TAIT CORNOR, PERY SQUARE, LIMERICK CITY","Limerick","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","34 Castlebrook Rise, Castlebrook Manor, Annacotty","Limerick","","€303,964.76","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","34 FAIRFIELDS CLOSE, ADAMSTOWN, WEXFORD","Wexford","Y21NH92","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","36 Brennanstown Wood, Brennanstown Road","Dublin","","€682,800.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","361 BALLSGROVE, DROGHEDA, LOUTH","Louth","A92XW7C","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","37 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22","Dublin","D22CK79","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","39 CLUAIN DARA, CLONARD ROAD, WEXFORD","Wexford","Y35HRX2","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","4 BOROIMHE ASPEN, SWORDS, DUBLIN","Dublin","K67HX05","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","4 Hawthorn, Foxburrow, Portlaoise","Laois","","€325,991.19","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","4 THE COURT, WETHERTON, BANDON","Cork","P72V660","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","4 Vartry Close, Tinakilly Park, Rathnew","Wicklow","","€356,829.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","40 BELMAYNE PARK SOUTH, BALGRIFFIN, DUBLIN 13","Dublin","D13N765","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","40 BINN EADAIR VIEW, SUTTON, DUBLIN 13","Dublin","D13F2R0","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","41 WILTON COURT, WILTON, CORK","Cork","T12XAP2","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","42 KILEEN WOODS, OAKPARK, LISTOWEL RD","Kerry","","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","42 RIVERWOOD COURT, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15","Dublin","D15FK8H","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","43  MARRSFIELD AVENUE, BELLTREE, CLONGRIFFIN","Dublin","D13PY6N","€507,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","44 SOUTH LOTTS ROAD, RINGSEND, DUBLIN 4","Dublin","D04VP44","€397,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","44 THE LAWN, HANSFIELD WOOD, HANSFIELD","Dublin","D15EPP2","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","45 BEECH COURT, GREENFIELDS, KILCOHAN","Waterford","X91YHX5","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","45 COURTDOWN DRIVE, HOLLYHILL, CORK","Cork","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","46  Clochan, Kilmeaden","Waterford","","€317,180.62","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","46 HOLLY WALK, TEMPLERS HALL, WATERFORD","Waterford","X91ET7K","€166,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","47 CNOCAN RUA, MOYCULLEN, GALWAY","Galway","H91T2C8","€224,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","48 PARK LANE, GRANGE RATH, COLPE","Meath","A92EH5Y","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","49 CHARLESLAND GROVE, GREYSTONES, CO WICKLOW","Wicklow","A63VX75","€364,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","5 Hayfield Drive, Castle Court, Whitechurch","Cork","","€405,286.34","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","5 WESTMILL WALK, MILLERS GLEN, OLDTOWN","Dublin","K67A7Y7","€374,449.33","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","5 YORK RD, RATHMINES, DUBLIN 6","Dublin","D06X0E9","€1,020,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","54 HAZELBURY PARK, CLONEE DUBLIN 15, DUBLIN","Dublin","D15CC99","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","6 Dún Riabhach Park, Castle Street, Ashbourne","Meath","","€436,123.35","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","6 Kilheale Grange, Kilheale Manor, Kill","Kildare","","€439,647.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","61 CASTLEDAWSON, SION HILL APTS, ROCK ROAD","Dublin","A94EA07","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","61 WATERVALE, ROOSKEY, ROSCOMMON","Roscommon","N41DX44","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","61 WOODBURY, CARNEW RD, GOREY","Wexford","Y25VK59","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","64 GLENGARRIFF PARADE, CIRCULAR RD NORTH, PHIBSBOROUGH DUBLIN 7","Dublin","D07YA44","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","67 ST JAMES WALK, RIALTO, DUBLIN 8","Dublin","D08Y2T7","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","68 ASHFIELD, GREENVILLE, LISTOWEL","Kerry","V31N970","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","7 ABBEY HOUSE, JOHN F KENNEDY PARADE, SLIGO","Sligo","F91TW82","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","7 BOTHAIR TIGHERNAN, ATTIRORY, CARRICK ON SHANNON","Leitrim","N41XP22","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","7 FORT OSTMAN, OLD CO RD, CRUMLIN","Dublin","D12TX92","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","7 Stanley Crescent, Ledwidge Hall Green, Slane","Meath","","€299,119.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","70 ALDERBROOK, FRANKFIELD, CORK","Cork","T12DWD6","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","73 Crieve Mor Avenue, Crievesmith, Letterkenny","Donegal","","€289,500.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","76 COLLEGE RD, GALWAY, GALWAY","Galway","H91NR2Y","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","76 COLTHURST CRESCENT, LUCAN, DUBLIN","Dublin","K78E395","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","8 CASTLEWOOD PARK, KILLERISK, TRALEE","Kerry","V92TKV0","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","8 MARINERS COURT, COCKLEHILL, BLACKROCK","Louth","A91PR23","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","8 ORPEN HALL, BRENNANSTOWN WOOD, BRENNANSTOWN ROAD","Dublin","","€654,185.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","8 Stanley Crescent, Ledwidge Hall Green, Slane","Meath","","€299,118.95","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","9 DOLMEN GARDENS, POLLERTON, CARLOW","Carlow","R93DD32","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","9 GREAT WESTERN SQ, PHIBSBOROUGH, DUBLIN 7","Dublin","D07FT89","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","9 KENNEDY PARK, WEXFORD","Wexford","Y35F5X8","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","9 Mercer Avenue, Mercer Vale, Cherrywood","Dublin","","€643,171.80","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","9 O CONNELLS TERRACE, LAHARN, BOHERBUE","Cork","P51P9F3","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","9 SANDQUAY MILL CLARKE ST, CLONAKILTY, COUNTY CORK","Cork","P85T677","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","98 SLI AN COISTE, MONKSLAND, ATHLONE","Roscommon","N37C7W6","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","Abbey Wood, Baneshane, Midleton","Cork","","€1,200,000.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","ABBEYVIEW HOUSE, BALLYGLASS, KILCONNELL","Galway","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","AGHAGOWER, WESTPORT, MAYO","Mayo","F28YW65","€50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","APARTMENT 13C BLOCK C, PARKSIDE, PORTLAOISE","Laois","R32WF91","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","Apartment 68  Block 1, Gleann Na Mona, Ballymoneen Road","Galway","H91K03T","€264,318.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","APT 1 1ST FLOOR, BLOCK 2 THE WARNER CENTRE, BARRACK ST","Cork","P75FY50","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","APT 11 ARRANMORE, 13 17 PEMBROKE RD, DUBLIN 4","Dublin","","€273,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","APT 1, 6 WINDSOR TERRACE, DUN LAOGHAIRE","Dublin","A96PR50","€1,260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","ARD PADRAIG, RATHANKER, PASSAGE WEST","Cork","T12W9RX","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","ARDACONG, MILLTOWN RD, TUAM","Galway","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","BEACH VIEW, 15 SANTA SABINA MANOR, SUTTON","Dublin","D13X7K3","€1,150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","BENISON, CASTLEPOLLARD, WESTMEATH","Westmeath","N91K4P5","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CARROWCLOGHER, BALLYHEAN, CASTLEBAR","Mayo","","€80,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CASTLETOWNCOOLEY, RIVERSTOWN, CO LOUTH","Louth","A91X57N","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CLOONINISCLIN, BALLINLOUGH, CO ROSCOMMON","Roscommon","F45X577","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CLOONINISCLIN, BALLINLOUGH, CO ROSCOMMON","Roscommon","F45X577","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CLOUGHANOVER, HEADFORD, GALWAY","Galway","F12XK61","€349,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","COLDWINTER, NORTH RD, DUBLIN 11","Dublin","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","COOLNAHARRAGILL, GLENBEIGH, KERRY","Kerry","V93W6K6","€209,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CORALSTOWN, MULLINGAR, WESTMEATH","Westmeath","N91WY02","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","CROKE ST, THURLES, TIPPERARY","Tipperary","E41P9K5","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","DOUGH, LAHINCH, CLARE","Clare","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","DRUMBERN, LOUGH ROAD, MILFORD","Donegal","","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","FAIRHILL, BELCARRA, CASTLEBAR","Mayo","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","FORRAMOYLE EAST, BARNA, GALWAY","Galway","H91RWH9","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","GLENCULL, FURRYMELIA EAST, BARNA","Galway","H91ERD7","€672,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","GURTEENATARRIFFE, MITCHELSTOWN, CO CORK","Cork","","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","IISLOUGHREY, CONG, CO. MAYO","Mayo","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","ISLANDCASE, BALLYGAR, GALWAY","Galway","F42R257","€128,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","KILCREEVANTY, TUAM, CO GALWAY","Galway","H54XP76","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","KNOCKANURE B, BALLYMAKEERA, CORK","Cork","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","KNOCKENDRANE, MYSHALL, CARLOW","Carlow","R21XR88","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","LATSEY, CANNINGS TOWN, COOTEHILL","Cavan","","€51,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","MAHOONAGH, CASTLEMAHON, COUNTY LIMERICK","Limerick","V42W017","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","MARVILLE, ARRAVALE TERRACE, GALVALLY ROAD","Tipperary","E34PY50","€117,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","MIDDLETOWN LOUGHOUFF, CAVAN","Cavan","H12VR74","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","NEWCASTLE, MOYNALTY, KELLS","Meath","A82N2W1","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","No 8, The Mill Tree, Ratoath","Meath","","€568,282.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","No. 33 Ferns Wood, Ferns Bridge, Monastrevin","Kildare","","€294,344.49","No","Yes","New Dwelling house /Apartment",""
"01/02/2023","RATHINA, NEWCASTLE WEST, LIMERICK","Limerick","V42XD89","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","STRIPE, FURBO, GALWAY","Galway","","€400,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","VIOLET HILL HOUSE, CHURCH RD, KILLINEY","Dublin","A96EY15","€1,300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","WOODLANDS, BREGORTEEN, BARNTOWN","Wexford","Y35XK25","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2023","WOODVALE, MAIN ST, STRANORLAR","Donegal","","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","1 MAPLE COURT, THOMAS KENT ST, COBH","Cork","P24YE20","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","10 LESLIES ARCH OLD QUARTER, BALLINCOLLIG, CORK","Cork","P31DT85","€489,205.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","104 TORCAILL, PORTMARNOCK, DUBLIN","Dublin","D13EH39","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","105 Alderwood heights, Carrickmacross","Monaghan","","€264,317.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","108 CEARDERFIELD, DONORE RD, DROGHEDA","Louth","A92RK7D","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","11 KILDARE RD, CRUMLIN, DUBLIN 12","Dublin","D12P8Y4","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","11 LIME GR, PALATINE, CARLOW","Carlow","R93Y0P8","€223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","11 POWER MEWS, FAITHLEGG, WATERFORD","Waterford","X91X299","€127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","11 PRIORY HALL, SPAWELL RD, WEXFORD TOWN","Wexford","Y35D5R6","€319,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","11 Spring View, Gorey Hill, Gorey","Wexford","","€259,911.89","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","111 GROFFITH HALL, DUMCONDRA, DUBLIN 9","Dublin","D09DD29","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","113 DUndoogan, Haynestown, Dundalk","Louth","","€237,841.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","114 Forgelands, Old Forge Road, Enniscorthy","Wexford","","€255,506.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","115 AN FIODAN, DOUGHISKA, GALWAY","Galway","H91P270","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","12 MOYLE PARK, CLONDALKIN, DUBLIN 22","Dublin","D22EY97","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","12 Norsemans Walk, Station Road Lusk","Dublin","","€378,854.62","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","12 The Meadows, Heathfield, Carriganarra","Cork","","€440,000.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","12 THE ORCHARDS, HERONS WOOD, CARRIGALINE","Cork","P43C564","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","127 KILWORTH RD, DRIMNAGH, DUBLIN 12","Dublin","D12KT99","€320,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","13 The Meadows, Heathfield, Carriganarra","Cork","","€387,665.20","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","134 WILLOW PARK AVE, GLASNEVIN, DUBLIN 9","Dublin","D11F589","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","14 DONNYBROOK GREEN, GREENFIELD PARK, DONNYBROOK DUBLIN 4","Dublin","D04WE14","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","14 FINN ST, STONEYBATTER, DUBLIN 7","Dublin","D07P6X0","€382,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","14 Graydon Place, Newcastle, Co. Dublin","Dublin","","€383,259.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","14 WESTMILL WALK, MILLERS GLEN, SWORDS","Dublin","","€361,232.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","140 SEAFIELD COURT, KILLINEY, DUBLIN","Dublin","A96C5E5","€635,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","147 CHURCH HILL, HOPHILL, TULLAMORE","Offaly","R35Y8W6","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","15 ARDILAUN HEIGHTS, MULLINGAR, WESTMEATH","Westmeath","N91T6P2","€219,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","15 GLENHILTON, HERBERT RD, BRAY","Wicklow","A98XK85","€316,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","15 MERLIN GATE, MERLIN PARK, GALWAY","Galway","H91YRD2","€354,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","150 TRADAREE COURT, SHANNON, CLARE","Clare","V14WK25","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","16 BERWICK HALL, CHURCHTOWN, DUBLIN 14","Dublin","D14F9Y9","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","16 COLLAIRE COURT, FRIARY WALK, CALLAN","Kilkenny","R95DX40","€239,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","16 GLENVIEW COURT, BLESSINGTON, CO WICKLOW","Wicklow","W91A4N8","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","16 LARKFIELD PARK, HAROLDS CROSS, DUBLIN 6W","Dublin","D6WY721","€625,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","16 The Avenue, Elmbury, Carriganne","Cork","","€295,154.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","161 BROOKLANDS, CLANE, KILDARE","Kildare","W91VX66","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","169 CRANN NUA, EDENDERRY RD, PORTARLINGTON","Laois","R32YN84","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","17 BROWNSTOWN MANOR, THE CURRAGH, KILDARE","Kildare","R56A362","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","17 Eleanor's Way, Redwood, Clara Road","Offaly","","€317,180.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","176 CLUAIN AIRNE, SHANNON, CLARE","Clare","V14E653","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","18 BOROIMHE HAZEL, SWORDS, DUBLIN","Dublin","K67R721","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","18 RATHGAR AVE, DUBLIN 6, DUBLIN","Dublin","D06PK75","€1,197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","19 MOUNT DRINAN AVE, KINSEALY DOWNS, KINSEALY","Dublin","K67T653","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","19 PRIORY DR, JOHNSTOWN, NAVAN","Meath","C15EYY8","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","19 RUANBEG CLOSE, KILDARE, KILDARE","Kildare","R51FK09","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","19 TANEY AVE, GOATSTOWN, DUNDRUM DUBLIN 14","Dublin","D14N124","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","19 TOWNSVILLE, ST MARYS RD, ARKLOW","Wicklow","Y14HK07","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","190 CHARLESLAND WOOD, GREYSTONES, WICKLOW","Wicklow","A63R628","€500,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","19B THE PARK, MIDLETON, THE PARK","Cork","P25R894","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","2 AFFORDABLE HOUSING, DROMORE WEST, SLIGO","Sligo","F26PT63","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","2 BRACKENWOOD AVE, BALBRIGGAN, DUBLIN","Dublin","K32W314","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","2 Breezy Point, Rossnowlagh Lower","Donegal","","€550,000.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","2 Harpur Green, Harpur Lane, Leixlip","Kildare","","€365,638.00","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","2 MARLMOUNT WAY, OLD DUBLIN ROAD, DUNDALK","Louth","A91T265","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","2 ST BRIDGETS AVE, ST MARYS PK, LIMERICK","Limerick","V94CYX2","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","2 Westmill Walk, Millers Glen, Swords","Dublin","","€361,233.48","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","20 BRIAN TERRACE, FAIRVIEW, DUBLIN 3","Dublin","D03E4A3","€432,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","20 RIVER VIEW, SLANE, MEATH","Meath","C15H262","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","21 SESSIAGH PARK, CASTLEFIN, DONEGAL","Donegal","F93W1C9","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","23 MULVEY PARK, DUNDRUM, DUBLIN 14","Dublin","D14R295","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","23 TEMPLEGREEN, NEWCASTLE, LIMERICK","Limerick","V42N882","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","23 WESLEY RD, RATHGAR, DUBLIN 6","Dublin","D06E866","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","24 AHERLOW CLOSE GLENMORE LAWN, CAHERDAVIN, LIMERICK","Limerick","V94FHF9","€110,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/02/2023","25 Ash Green, Kilcarbery Grange, Dublin 22","Dublin","","€330,396.47","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","25 Ashville, Kiltullagh, Co. Galway","Galway","","€383,259.91","No","Yes","New Dwelling house /Apartment",""
"02/02/2023","26 MONTELADO WAY, FARMLEIGH, DUNMORE RD","Waterford","X91N9KN","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
